rowID,Name,Profile Link,Investor Type,Investment Areas,Typical Investment,Funding Stage
df4252c3-ad8b-4b6e-824d-c30467a8f15a,GrayBella Capital,https://www.eu-startups.com/investor/graybella-capital/,VC Firm,"Deep-tech, Health-tech",€1.5M-€3M,"Series A/B, Series C & Beyond"
a91d3270-9bfb-462d-a9e9-4bc8be30b4ea,Clearance Venture Partners,https://www.eu-startups.com/investor/clearance-venture-partners/,VC Firm,"Proptech, Contech, Climate",€100k-€1.5M,Pre-Seed / Seed
5f29a091-0b1a-47f3-bb31-d30422c66b4d,Beringea,https://www.eu-startups.com/investor/beringea/,VC Firm,"Advanced Manufacturing, B2B Marketplaces, Clean Technology, Consumer, Healthcare, Media, SaaS",€1.5M-€3M,Series A/B
5373f6ad-71c2-4329-a4ec-220c74a0ae5f,Kohli Ventures,https://www.eu-startups.com/investor/kohli-ventures/,VC Firm,"E-sports, E-commerce, Biotech, AI, Hardware, Robotics",€1.5M-€3M,Pre-Seed / Seed
b571fdde-b369-4bb4-b8cb-419763ffce37,Crista Galli Ventures,https://www.eu-startups.com/investor/crista-galli-ventures/,VC Firm,"Healthtech, Deeptech, Digital Health, Personalized Healthcare",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
972518d8-108e-4f7d-83d5-e02b6e5d3ad5,Creator Ventures,https://www.eu-startups.com/investor/creator-ventures/,VC Firm,"Consumer Social, Marketplaces, Creator Economy, E-commerce Enablement",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
01506614-0363-43f5-aef0-9267a666b584,SHEIN Circularity Fund,https://www.eu-startups.com/investor/shein-circularity-fund/,Corporate VC,"New Fibres, Textile, Sustainability, Circular Economy",Above €3M,"Series A/B, Series C & Beyond"
482caea4-3946-4a26-b30e-f3d8f3a9903d,Backfuture VC,https://www.eu-startups.com/investor/backfuture-vc/,VC Firm,SaaS,€100k-€1.5M,Pre-Seed / Seed
cd68885a-0606-449e-9e0d-28cbf240bd97,JuneX Capital Partners,https://www.eu-startups.com/investor/junex-capital-partners/,VC Firm,"education, knowledge, skills, health and environment",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
de7c11d5-4f35-48f8-989d-64cf340e04d4,Leadblock Bitpanda Ventures,https://www.eu-startups.com/investor/leadblock-bitpanda-ventures/,VC Firm,"Web3, Blockchain, Crypto",€100k-€1.5M,Pre-Seed / Seed
11f4eb66-bb59-4b2c-a306-40f630c42e34,Delin Ventures,https://www.eu-startups.com/investor/delin-ventures/,VC Firm,"Cell therapy (therapeutics, services and manufacturing technologies), HR Tech, Productivity, New Work, Creator & Passion Economy",€100k-€1.5M,Pre-Seed / Seed
9bff7c18-20d8-4ada-bb87-64d77178272d,Pioneer Group Life Science Accelerator,https://www.eu-startups.com/investor/pioneer-group-life-science-accelerator/,VC Firm,"Life Sciences, Healthtech, Medtech",0-€100k,Pre-Seed / Seed
39127921-eb17-4baf-af06-b8ca28d79670,Ahren Innovation Capital,https://www.eu-startups.com/investor/ahren-innovation-capital/,VC Firm,"Brain, AI, Efficient Energy, Genetics, Space & Robotics",Above €3M,"Series A/B, Series C & Beyond"
8e9b4fbb-412d-4fbd-a039-e34c59166420,Index Ventures,https://www.eu-startups.com/investor/index-ventures/,VC Firm,"SaaS, Fintech, AI, Enterprise Software",Above €3M,"Pre-Seed / Seed, Series A/B"
50325c02-d169-4f7f-8dee-5de6d27b9cfd,Noa VC,https://www.eu-startups.com/investor/noa-vc/,VC Firm,"Structures, Energy, Materials, Environments, Mobility, Community",€100k-€1.5M,Pre-Seed / Seed
a4493dd9-107d-4ef3-af64-c25e891740d3,UCL Technology Fund,https://www.eu-startups.com/investor/ucl-technology-fund/,VC Firm,Life Sciences,€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
9ed2461f-cd1d-40e4-996c-d3c0cd0742a8,Blackseed,https://www.eu-startups.com/investor/blackseed/,VC Firm,"Inclusion, Sector Agnostic",€100k-€1.5M,Pre-Seed / Seed
212361c0-55c2-4aa4-8daf-49f501f33c28,Valia Ventures,https://www.eu-startups.com/investor/valia-ventures/,VC Firm,"Healthcare, Robotics, Fintech, Insurance, AI",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
d97bc148-1742-4c70-a143-068514cd8135,UP VC,https://www.eu-startups.com/investor/up-vc/,VC Firm,"Fintech, Data, AI, ESGtech, Healthtech, Medtech",€1.5M-€3M,Pre-Seed / Seed
98a33856-8ab4-484c-82f3-867c7dbd6c4a,Martlet Capital,https://www.eu-startups.com/investor/martlet-capital/,VC Firm,"artificial intelligence and machine learning, digital health and personalised medicine, engineering, internet of things, new materials, quantum technologies, semiconductors, sensing, space technology, sustainable technologies, and wireless communications",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
78d6ad70-6b5f-4f72-ab16-e7a019b32c5e,KHP Ventures,https://www.eu-startups.com/investor/khp-ventures/,Corporate VC,"Healthtech, Medtech, Digital Health, Life Sciences, Diagnostics",€1.5M-€3M,Pre-Seed / Seed
679038f2-aab7-47e6-9709-1d2de2bfe345,Mercuri VC,https://www.eu-startups.com/investor/mercuri-vc/,VC Firm,"gaming, music, e-sports, design, privacy, education, social, creator economy and communities.",€100k-€1.5M,Pre-Seed / Seed
0f35dae5-afe5-4fc3-91af-a9e3adf7a004,Volution Ventures,https://www.eu-startups.com/investor/volution-ventures/,VC Firm,"Fintech, SaaS",€1.5M-€3M,Series A/B
80895dd4-a2b8-4342-b849-8dc2c2008412,Mouro Capital,https://www.eu-startups.com/investor/mouro-capital-2/,VC Firm,"Fintech, Insurtech, Real Estate, Retail",€1.5M-€3M,Series A/B
a83f35aa-9a0f-466a-8f60-c8500adc7519,The Players Fund,https://www.eu-startups.com/investor/the-players-fund/,VC Firm,"Sportstech, Hospitality, Event Industry, Content Creation, Media",€100k-€1.5M,Pre-Seed / Seed
2ded5671-e1db-4ac5-94de-f52227221e1a,Pact VC,https://www.eu-startups.com/investor/pact-vc/,VC Firm,"Climate, Wellbeing, Sustainability",€100k-€1.5M,Pre-Seed / Seed
f473e81c-09e2-482e-a23c-176b0f4b501a,Passion Capital,https://www.eu-startups.com/investor/passion-capital/,VC Firm,"Fintech, E-Commerce, Software, AI, ML, Healthtech",Above €3M,"Series A/B, Series C & Beyond"
4db6786b-7e8f-4128-88fd-55942015d456,Pink Salt Ventures,https://www.eu-startups.com/investor/pink-salt-ventures/,VC Firm,"Femtech, Sextech, Wellness, Health",€100k-€1.5M,Pre-Seed / Seed
0e5a7370-80a9-4e02-964f-9fe32b90569e,SFC Capital,https://www.eu-startups.com/investor/sfc-capital/,VC Firm,"B2B, B2C, Consumer, Fintech, GreenTech, Hardware, Robotics, Healthtech",€100k-€1.5M,Pre-Seed / Seed
92347359-de8e-4de9-a5d9-4e1850a1c0b4,Infinium Partners,https://www.eu-startups.com/investor/infinium-partners/,VC Firm,"Impact Investing, Energy Transition, Efficiency and Mobility",€100k-€1.5M,Pre-Seed / Seed
d61129eb-7b1a-4998-9d9f-fe5faf3e9db7,Diana NATO Accelerator,https://www.eu-startups.com/investor/diana-nato-accelerator/,Accelerator,"DeepTech, Defence, Dual Use, Surveillence, Energy and Power",€100k-€1.5M,Pre-Seed / Seed
80147671-d888-4f14-9cd6-2f4ff4ae50a5,Embryo Ventures,https://www.eu-startups.com/investor/embryo-ventures/,VC Firm,"Climate, ConTech, Sustainability, Healthcare, Insurance & Mobility",€100k-€1.5M,Pre-Seed / Seed
4ed9f4d7-c5b3-41c0-a126-a37aa71c8d7e,Cell VC,https://www.eu-startups.com/investor/cell-vc/,VC Firm,"Agritech, Food & Beverage, Nanotechnology, Software, Marketplaces",€100k-€1.5M,Pre-Seed / Seed
cb5b5758-585a-4031-a25a-027b0881134d,Unruly Capital,https://www.eu-startups.com/investor/unruly-capital/,VC Firm,"Health, Climate, Computing, Agriculture, Transportation",€100k-€1.5M,Pre-Seed / Seed
0d06d9ca-2056-4500-afee-2fad348c8b80,AlbionVC,https://www.eu-startups.com/investor/albionvc/,VC Firm,"Climate, Health, Sustainability, AI, Data, Deeptech, Life Sciences",Above €3M,Series A/B
77f3b030-b365-40e0-b45b-93b354b1e39b,Ascension,https://www.eu-startups.com/investor/ascension-2/,VC Firm,"Impact, DeepTech, E-Commerce, Fintech, Health, New Work, Sustainability",€100k-€1.5M,Pre-Seed / Seed
79dfb71e-5098-4363-9eb2-8575ba5ecdf9,Simsan Ventures,https://www.eu-startups.com/investor/simsan-ventures/,VC Firm,"Underrepresented Founders, Underinvested sectors, Undervalued Markets",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
50a97e34-b943-4aa9-b1a2-77682cbb2682,Sprints,https://www.eu-startups.com/investor/sprints/,VC Firm,"Fintech, Marketplaces, SaaS, HRtech, Beauty & Wellness",Above €3M,"Series A/B, Series C & Beyond"
0d39865c-ceeb-42ac-8d15-c505c77f7ace,Flight Fund,https://www.eu-startups.com/investor/flight-fund/,VC Firm,"Health & Wellbeing, Biotech, Commerce, Tech, Blockchain, Space",€1.5M-€3M,Series A/B
0ca61c47-93cc-4c9b-a60f-7785c84195e5,Notion Capital,https://www.eu-startups.com/investor/notion-capital/,VC Firm,"Cloud Computing, Modern Enterprise, Industry OS, Future Finance",€1.5M-€3M,Series A/B
ad2b14f1-fe12-443c-9da7-96540ba79ea6,Outsized Ventures,https://www.eu-startups.com/investor/outsized-ventures/,VC Firm,"Biotech, Healthtech, Life Sciences, Pharma, Food and Beverage, Machine Learning, AI",€1.5M-€3M,Pre-Seed / Seed
268e2e4d-201d-4a4c-9461-c2552419706e,Mustard Seed+ Partners,https://www.eu-startups.com/investor/mustard-seed-partners/,VC Firm,SDG 1 - 12,€100k-€1.5M,Pre-Seed / Seed
1c04a316-5084-4710-8587-a5f47699ee45,Highland Europe,https://www.eu-startups.com/investor/highland-europe/,VC Firm,"SaaS, Software, Machine Learning, Retail, Analytics",Above €3M,"Series A/B, Series C & Beyond"
ed2edb61-0ae8-451d-b379-43454ff757d9,inHealth Ventures,https://www.eu-startups.com/investor/inhealth-ventures/,VC Firm,"MedTech, Life Sciences, Healthtech",€1.5M-€3M,"Pre-Seed / Seed, Series A/B"
98d9ae2f-8898-404b-b6ec-b38122e8be34,Lightrock,https://www.eu-startups.com/investor/lightrock/,VC Firm,"Smart Mobility, Infrastructure Tech, Fintech, Renewables, Sustainable Food & Agriculture, Healthtech",Above €3M,"Series A/B, Series C & Beyond"
fa930f8b-a6f6-468a-9cbd-38f0601790eb,Localglobe,https://www.eu-startups.com/investor/localglobe/,VC Firm,"Fintech, E-Commerce, SaaS, Software, AI, Machine Learning",€100k-€1.5M,Pre-Seed / Seed
b1aa7181-a4fc-4987-bf93-89da8d1fb70b,Expansion Capital,https://www.eu-startups.com/investor/expansion-capital-2/,VC Firm,"Fintech, Travel Tech, Software, Sustainability, B2B, marketplaces, AI",€100k-€1.5M,Pre-Seed / Seed
5c242b14-f983-4893-90b7-c2f309eb58a4,FPE Capital,https://www.eu-startups.com/investor/fpe-capital/,VC Firm,"Software, Software Services, Data",Above €3M,Series C & Beyond
afa1be31-4b30-4dd4-9db8-8812185133f5,Edge,https://www.eu-startups.com/investor/edge/,VC Firm,"Music, AI, Software, Adtech, Edtech",Above €3M,"Pre-Seed / Seed, Series A/B"
8a8aeb90-9d79-4c41-972b-78b1dcd0285b,Entreé Capital,https://www.eu-startups.com/investor/entree-capital/,VC Firm,Crypto & Blockchain Cybersecurity DeepTech DevOps & Data E-Commerce & Consumer Tech FinTech & InsurTech FoodTech & AgTech Games & Social Health & Life Sciences Logistics & Industry 4.0 PropTech SaaS,0-€100k,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
17f7e64f-476b-4aff-9c77-a27042806d7e,DN Capital,https://www.eu-startups.com/investor/dn-capital/,VC Firm,"SaaS, E-Commerce, Fintech",Above €3M,Series A/B
e80df781-c3aa-47e3-8ba2-e78a30af46fb,ETF Partners,https://www.eu-startups.com/investor/etf-partners/,VC Firm,"Climate Tech, Sustainability, Impact Investing",0-€100k,Series A/B
ea166466-5e66-497a-8f53-fa8c19c014b2,Circularity Capital,https://www.eu-startups.com/investor/circularity-capital/,VC Firm,"Sustainability, Food, Retail, Circular Models, Circular Materials, Enabling Solutions",Above €3M,"Series A/B, Series C & Beyond"
7db53d4b-2c06-4a58-9919-ebb524129af3,Climate VC,https://www.eu-startups.com/investor/climate-vc/,VC Firm,"Sustainability, Climate, Food, Carbon Removals, Green Finance",0-€100k,Pre-Seed / Seed
be1fec08-4373-416a-b6dc-e433ca2088f7,Adjuvo,https://www.eu-startups.com/investor/adjuvo/,VC Firm,"Mobility, Rental Platforms, Sharing Economy, Life Science, AI, Marketing",0-€100k,
9073ec8d-47a8-4c53-b10a-40d9b3019de3,Anamcara,https://www.eu-startups.com/investor/anamcara/,VC Firm,"SaaS, B2B, Blockchain, AI, Fintech",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
293db397-71ac-4522-88df-919e3aadf854,BGF,https://www.eu-startups.com/investor/bgf/,VC Firm,"Climate, Sustainability. Deep Tech, Life Sciences",€1.5M-€3M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
12045cd7-0380-4669-a065-6d2959b0c826,Backed VC,https://www.eu-startups.com/investor/backed-vc/,VC Firm,"Biotech, Fintech, Blockchain, Manufacturing",€1.5M-€3M,Pre-Seed / Seed
7f680390-9789-4e48-84a3-2311790e7d6f,20VC,https://www.eu-startups.com/investor/20vc/,VC Firm,"web3, digital health, HRtech, AI, KYC, ML",0-€100k,"Pre-Seed / Seed, Series A/B"
24bd6618-afcf-43c3-8db8-523df710d842,83North,https://www.eu-startups.com/investor/83north/,VC Firm,"Fintech, Mobility, Healthtech, Marketplaces, SaaS, Security",€1.5M-€3M,Series A/B
70bc13e7-34bc-439f-b627-ee1d65c7a9b7,ACF Investors,https://www.eu-startups.com/investor/acf-investors/,VC Firm,Sector Agnostic,€100k-€1.5M,Pre-Seed / Seed
82a321d7-ce47-4723-be8e-6edd1e733700,AER Ventures,https://www.eu-startups.com/investor/aer-ventures/,VC Firm,"CleanTech, CarbonTech, Smart Energy, Decarbonisation, Water Treatment",€1.5M-€3M,Series A/B
9998358a-72a1-46ed-b7f9-9cf6ee37219b,Zouk Capital,https://www.eu-startups.com/investor/zouk-capital/,VC Firm,Climate Technology,Above €3M,"Series A/B, Series C & Beyond"
6c0b4e26-1130-4a3c-a5d3-0c96c8bbb62b,Praetura Ventures,https://www.eu-startups.com/investor/praetura-ventures/,VC Firm,"BioTech, contract research, diagnostics, HealthTech, medical devices, therapeutics, pharmaceuticals, veterinary",€100k-€1.5M,Pre-Seed / Seed
c673665c-14e3-4624-be4a-fedb7e8babf0,Newzone Ventures,https://www.eu-startups.com/investor/newzone-ventures/,VC Firm,"AI, 3D, DeepTech, Maritime, Blockchain, HRTech",€100k-€1.5M,Pre-Seed / Seed
f50d237a-8c84-48b2-8f25-e0e73fbdc714,Ascension VC,https://www.eu-startups.com/investor/ascension-vc/,VC Firm,"DeepTech, E-Commerce, FinTech, Health, Future of Work, Next Gen Media, Sustainability",€100k-€1.5M,Pre-Seed / Seed
cf8c8f4d-11f6-4e50-abfe-bce5ac70e383,Connect Ventures,https://www.eu-startups.com/investor/connect-ventures/,VC Firm,"AI, B2B, SaaS, Health, Fintech, Consumer, Vertical Networks, Infrastructure, Big Data",€100k-€1.5M,Pre-Seed / Seed
408e51a5-e369-492b-9621-bd4388baa380,Fuel Ventures,https://www.eu-startups.com/investor/fuel-ventures/,VC Firm,"software, fintech, marketplaces, platforms, e-commerce companies, B2B and B2C",€100k-€1.5M,Pre-Seed / Seed
da71b235-50e7-4ace-abc5-b5062674d15f,Oakvale Capital,https://www.eu-startups.com/investor/oakvale-capital/,VC Firm,"Professional Services, Financial Contracts, Investing, Finance, Insurance, inancial Advisers, Consulting & Professional Services",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
f7ceef59-b59d-4957-a36f-e1c91024763d,Innvotec,https://www.eu-startups.com/investor/innvotec/,VC Firm,"Financial Services, Venture Capital, Fintech, Healthtech, Consumertech, Digital Transformation, Cleantech",€100k-€1.5M,Pre-Seed / Seed
0b6de5d0-2e3f-435a-ab18-836009d3db0f,North East Growth Capital Fund,https://www.eu-startups.com/investor/north-east-growth-capital-fund/,VC Firm,"Financial Contracts, Investing, Finance, Insurance, Financial Advisers, Consulting & Professional Services",€100k-€1.5M,Pre-Seed / Seed
727ddab6-7923-4f46-becb-be722e3698d3,The Santon Group,https://www.eu-startups.com/investor/the-santon-group/,VC Firm,"Leasing, Real Estate, Venture Capital, Property Investment and Development, Private Equity, Listed and Unlisted Companies",€100k-€1.5M,Pre-Seed / Seed
be4f370f-0727-4143-85be-1d8931507c54,Middleton Enterprises,https://www.eu-startups.com/investor/middleton-enterprises/,VC Firm,"Growth Capital, Listed Equity, Venture Capital",€100k-€1.5M,Pre-Seed / Seed
b0402eb9-c59b-450c-9373-83578da1ec45,UCLB,https://www.eu-startups.com/investor/uclb/,VC Firm,"Finance, Technology, Social Ventures, Healthcare, Environment, Energy, Engineering",€100k-€1.5M,Pre-Seed / Seed
a62decf2-6694-48f9-97ff-6cb7c9033aab,Kerdos Ventures,https://www.eu-startups.com/investor/kerdos-ventures/,VC Firm,"Business Development, Funding Platform, Small and Medium Businesses",€100k-€1.5M,Pre-Seed / Seed
4d241355-0dec-443b-9849-44be84ce6129,Capricorn Capital Partners,https://www.eu-startups.com/investor/capricorn-capital-partners/,VC Firm,"Private Equity, Growth Capital, Real Estate, Infrastructure, Sustainable Investments",€100k-€1.5M,Pre-Seed / Seed
4136d0d5-97a6-4b8b-8fc6-1985d583e537,Merseyside Special Investment Fund,https://www.eu-startups.com/investor/merseyside-special-investment-fund/,VC Firm,"Finance, Financial Services, Venture Capital",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
2d4dd2d9-92e8-43b6-865b-03e7da34170e,Arts Alliance,https://www.eu-startups.com/investor/arts-alliance/,VC Firm,"Early Stage Companies, Film Studios, Environmental Regulation Solutions, Digital Cinema Software, Film Distribution, Interactive Video Solutions",€100k-€1.5M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
e8f98b82-7f8b-4096-922e-0aaf8d26ac6d,Northzone,https://www.eu-startups.com/investor/northzone/,VC Firm,"Business Development, Finance, FinTech, Venture Capital",€100k-€1.5M,Pre-Seed / Seed
78ac752d-e885-496b-b4b4-da4189e31c20,Episode 1,https://www.eu-startups.com/investor/episode-1/,VC Firm,"Enterprise Software, Finance, Financial Services, Venture Capital",€1.5M-€3M,Pre-Seed / Seed
ee52c443-83d7-406d-9136-7ef5e45cbc37,Albion Capital Group,https://www.eu-startups.com/investor/albion-capital-group/,VC Firm,"Finance, Financial Services, Marketing, Private Cloud, Venture Capital",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
ec5ef21e-6e7b-4057-80ce-49dc89681ac6,Velo Partners,https://www.eu-startups.com/investor/velo-partners/,VC Firm,"Financial, Contracts Investing ,Finance Insurance, Computers Design, Services, E-commerce",€1.5M-€3M,"Pre-Seed / Seed, Series A/B"
e579a980-3f22-4a6f-bc16-96b6ea041c18,AMK Investment Office,https://www.eu-startups.com/investor/amk-investment-office/,VC Firm,"Financial Advisers ,Investment, Management, Investment, Venture Capital, Corporate & Business, Private Equity, Asset Management",€1.5M-€3M,"Pre-Seed / Seed, Series A/B"
1af5b805-346f-4230-a255-93f123fb6dcd,Phystech Ventures,https://www.eu-startups.com/investor/phystech-ventures/,VC Firm,"Aerospace, Bioinformatics, Biotechnology, Energy, Financial Services, Genetics, Quantum Computing, Robotics, Venture Capital",Above €3M,"Pre-Seed / Seed, Series A/B"
16bb377f-b61d-4889-8081-1a75e421ca60,Distill Ventures,https://www.eu-startups.com/investor/distill-ventures-2/,VC Firm,"Investment Startups, Consulting & Professional Services, Brewery Entrepreneurial, Brand Management Marketing Expertise, International Business, Sustainability Distilleries, E-commerce",€100k-€1.5M,Pre-Seed / Seed
d15a4d87-9d9b-4a3b-9ccc-e0dadfa4962d,Steyn Group,https://www.eu-startups.com/investor/steyn-group/,VC Firm,"Financial, Contracts, Investing, Finance, Insurance, Financial Advisers",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
f63098c1-7e7e-4468-be43-8a225bc8d8ed,Proxy Ventures,https://www.eu-startups.com/investor/proxy-ventures/,VC Firm,"Marketing, Consulting, Professional, Services, Agency",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
f4a7b32c-992c-4272-b4a5-44648a99f5b0,Smedvig Ventures,https://www.eu-startups.com/investor/smedvig-ventures/,VC Firm,"Finance, Financial Services, Venture Capital",Above €3M,Pre-Seed / Seed
d6335f0c-2870-46d3-92c9-33bdd3588d63,VentureFounders,https://www.eu-startups.com/investor/venturefounders/,VC Firm,"Finance, Financial Contracts, Investing, Insurance, Financial Advisers, Consulting & Professional Services, Venture Capital",Above €3M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
d0b35e01-e1ab-4db0-a7de-1bb97bd03619,Ruffena Capital,https://www.eu-startups.com/investor/ruffena-capital/,VC Firm,"Advice, Finance, Financial Services, Digital Transformation, Lifescience & Healthtech, Consumer, Cleantech & Engineering",Above €3M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
637fdf9c-b5c1-482e-bcc3-9a75c6a8300b,Kingsley Capital Partners,https://www.eu-startups.com/investor/kingsley-capital-partners/,VC Firm,"Financial, Contracts, Investing, Finance, Insurance, Financial Advisers",€1.5M-€3M,
650ea1c7-f694-464f-94be-dfd93eaacc73,Winton Capital Management,https://www.eu-startups.com/investor/winton-capital-management/,VC Firm,"Quantitative Investment Strategies, Credit Risk, Financial Markets, Hedge Funds, Data Science, Systematic Trading",€100k-€1.5M,Pre-Seed / Seed
d91664e1-c0cc-4bf7-810e-6c2ac353e1f9,Ascot Capital Partners,https://www.eu-startups.com/investor/ascot-capital-partners/,VC Firm,"Asset Management, Finance, Financial Services",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
631d3880-4b2f-4ae9-bf3a-ba34f1681f96,William Currie Group,https://www.eu-startups.com/investor/william-currie-group/,VC Firm,"Finance, Financial Services, Technology, Retail, Consumer Goods, Rapid Growth Businesses, Market Leaders",€100k-€1.5M,"Series A/B, Series C & Beyond"
f9ce988e-9d40-4642-ba7e-f91b239d7122,IT Ventures,https://www.eu-startups.com/investor/it-ventures-2/,Accelerator,"Financial Contracts, Investing, Finance, Insurance, Computers Design, IT Management, E-commerce",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
24b09f62-e640-42be-8732-bbe7216f8d68,MVM Life Science Partners,https://www.eu-startups.com/investor/mvm-life-science-partners/,VC Firm,"Life Science, Venture Capital, Financial Contracts, Investing, Finance, Insurance, Biotechnology, Academic Research, Laboratory Services, Consulting & Professional Services",0-€100k,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
8617e29f-7522-461f-a652-3e460397bb17,Massa Innovations,https://www.eu-startups.com/investor/massa-innovations/,VC Firm,"Big Data, Finance, MediaTech, MedTech, CleanTech, EduTech",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
8985ea9d-3eeb-4fb0-bd39-76e9fbeec76d,Amadeus Capital Partners,https://www.eu-startups.com/investor/amadeus-capital-partners/,VC Firm,"AI and Machine Learning, Consumer Services, Cyber Security, Digital Health and Medical Technology, Digital Media, Enterprise Software, FinTech, InsurTech and RegTech, Semiconductors and Displays, Telecoms Infrastructure",€100k-€1.5M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
1af63266-7559-419f-9691-80bd9606775c,SPWOne,https://www.eu-startups.com/investor/spwone/,VC Firm,"Technology, Retail, Consumer Goods, Rapid Growth Businesses, Market Leaders",€100k-€1.5M,Pre-Seed / Seed
cc961df1-bdd7-447a-8fcb-48ddb0150fbc,Pembroke VCT,https://www.eu-startups.com/investor/pembroke-vct/,VC Firm,"Apparel, Finance, Financial Services, Venture Capital",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
1d5edc3c-aa0d-410b-b1b0-745d44bdfdc5,Blenheim Chalcot,https://www.eu-startups.com/investor/blenheim-chalcot-2/,VC Firm,"Finance, Financial Services, Software, Venture Capital",€100k-€1.5M,"Series A/B, Series C & Beyond"
1912f703-0480-4438-bb85-e885f37b32f5,Emerge Education,https://www.eu-startups.com/investor/emerge-education/,VC Firm,"Corporate Training, E-Learning, Education, Employment, Financial Services, Higher Education, Training, Universities, Venture Capital, Vocational Education",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
1873d03e-cc8d-40c9-92bb-beae69c939e0,TLcom Capital Partners,https://www.eu-startups.com/investor/tlcom-capital-partners/,VC Firm,"Finance, Financial Services, Venture Capital",€100k-€1.5M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
bb78dee9-dca7-467a-856d-6a6df25d0ba6,Catapult Ventures,https://www.eu-startups.com/investor/catapult-ventures/,VC Firm,"Finance, Financial Services, FinTech, Health Care, Impact Investing, Venture Capital",€100k-€1.5M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
7725960d-1372-4d03-88b1-1e8cdc70fb29,Guanqun Investment,https://www.eu-startups.com/investor/guanqun-investment/,VC Firm,"Financial, Contracts, Investing, Finance, Insurance",€100k-€1.5M,Pre-Seed / Seed
a2d872e4-b2b8-4291-9b92-8e846e7d756d,Oxford Capital,https://www.eu-startups.com/investor/oxford-capital/,VC Firm,"Finance, Investing, Financial Advisers, Financial Investment, Insurance, Consulting & Professional Services, Financial Services",€100k-€1.5M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
5174325b-026a-48ea-ae4f-ab82a124adbe,Pacific & Orient Properties,https://www.eu-startups.com/investor/pacific-orient-properties/,VC Firm,"Financial, Contracts, Investing, Finance, Insurance, Financial Advisers, Investment, Management",€100k-€1.5M,Pre-Seed / Seed
c71e6db8-e5e8-4145-b219-b229d162b51a,Acceleris Capital,https://www.eu-startups.com/investor/acceleris-capital/,VC Firm,"High-Growth Technology Founders, Series A+ Fundraising, Venture Capital Advisory Services",€1.5M-€3M,Series A/B
6eb9f3e2-2d1e-4884-ba19-1e842d1b816a,Invoke Capital,https://www.eu-startups.com/investor/invoke-capital/,VC Firm,"Financial, Contracts ,Investing, Finance, Insurance, Financial Advisers, Venture Capital",Above €3M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
3b4526be-717e-4efe-b273-b370b9db1c08,Ascension,https://www.eu-startups.com/investor/ascension/,VC Firm,"Investing, Venture Capital, Private Equity, Startups Business, Financial Services, Investment, Funding Social, FinTech",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
70219d7c-e11f-4969-baea-7ae01f6cfaf1,Andurance Ventures,https://www.eu-startups.com/investor/andurance-ventures/,VC Firm,"Venture Capital, Private Equity, Consulting & Professional Services, Financial Services, Technology, Startups Media & Entertainment, Content Management, Sustainability Regulatory Affairs, Financial, Contracts, Investing, Finance, Insurance",Above €3M,"Pre-Seed / Seed, Series A/B"
8c7b7f9d-65cf-4997-b8e7-0f3c91f738f7,Flashpoint,https://www.eu-startups.com/investor/flashpoint/,VC Firm,"Cyber Security, Financial Services, Internet of Things, Venture Capital",€100k-€1.5M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
7a5e29f0-cccc-4480-90d9-f1f23f5bd201,24 Haymarket,https://www.eu-startups.com/investor/24-haymarket/,VC Firm,"Commercial, Financial Services, Venture Capital",€100k-€1.5M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
6495780b-22ec-4a85-9f3b-148d0ec868dc,MMC Ventures,https://www.eu-startups.com/investor/mmc-ventures/,VC Firm,"AI and Data, Fintech, Data-Driven Health, Cloud & Data Infrastructure, Enterprise AI",€1.5M-€3M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
