rowID,Country,Country Code,Name,Profile Link,Investor Type,Investment Areas,Typical Investment,Funding Stage
93cd5be5-ef9f-46ac-acbf-c5d03c0c869d,Finland,FI,Nordic Venture Family,https://www.eu-startups.com/investor/nordic-venture-family/,VC Firm,"Digital Media, Finance, fintech, media",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
147429a3-0975-474e-a1d8-778fbb0bcca1,Finland,FI,Monttu Ventures,https://www.eu-startups.com/investor/monttu-ventures/,VC Firm,"medtech, healthtech, fitness",0-€100k,Pre-Seed / Seed
e1c012b8-5084-46a5-bdf6-bf9b88dca15a,Finland,FI,Nordic XR Startups,https://www.eu-startups.com/investor/nordic-xr-startups-2/,Accelerator,"XR, VR, FinTech",0-€100k,Pre-Seed / Seed
aa85d74c-53a1-4922-929c-1e1f53186382,Finland,FI,SijoittajaPRO,https://www.eu-startups.com/investor/sijoittajapro/,VC Firm,"export, trading, retail, deeptech",€1.5M-€3M,"Pre-Seed / Seed, Series A/B"
ca06e9d2-2b8d-463e-8f6b-3d2b24b9df1e,Finland,FI,Aboa Advest,https://www.eu-startups.com/investor/aboa-advest/,VC Firm,"Business Development, Financial Services, Impact Investing, sustainability",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
43147b93-99e8-4516-a84f-3b5409f48e9a,Finland,FI,Tesi,https://www.eu-startups.com/investor/tesi/,VC Firm,Not limited to specific themes or sectors,Above €3M,"Series A/B, Series C & Beyond"
71c94f17-a236-4db1-b868-217be35842a6,Finland,FI,Guida Invest,https://www.eu-startups.com/investor/guida-invest/,VC Firm,small and medium enterprises. SaaS,€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
193f8570-a7e3-4d52-af63-a5e3b8fb54de,Finland,FI,3TS Capital Partners,https://www.eu-startups.com/investor/3ts-capital-partners/,VC Firm,"Finance, Financial Services, Information Technology, Venture Capital",€100k-€1.5M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
a61cb271-c9b6-4373-ad23-dd6100f2030c,Finland,FI,OpenOcean,https://www.eu-startups.com/investor/openocean/,VC Firm,"B2B, Big Data, Enterprise Software, Quantum Computing, Software, Venture Capital",€100k-€1.5M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
255ff4f6-6d07-471f-a7fe-408e8bef010b,Finland,FI,Maki.vc,https://www.eu-startups.com/investor/maki-vc/,VC Firm,"deep tech, AI, KYC, hardware",€100k-€1.5M,Pre-Seed / Seed
16aba891-2e88-4ead-b92d-75ce96b7b008,Finland,FI,Inventure,https://www.eu-startups.com/investor/inventure/,VC Firm,"Finance, Financial Services, Venture Capital",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
5bab0161-ab18-4715-b365-8f61b95834bd,Finland,FI,Lifeline Ventures,https://www.eu-startups.com/investor/lifeline-ventures/,VC Firm,"climate technology, consumer, finance, games, hardware, health, and software sectors",€100k-€1.5M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
1a27a4c7-0ff9-4e33-b72a-4d5f406bc4b5,Finland,FI,Raison,https://www.eu-startups.com/investor/raison/,VC Firm,"Cryptocurrency, Financial Services, FinTech, Personal Finance, Wealth Management",€100k-€1.5M,Pre-Seed / Seed
842bc076-bc79-40e9-8d52-de5d990ed2a8,Finland,FI,Sitra,https://www.eu-startups.com/investor/sitra/,Corporate VC,"Finance, Financial Services, FinTech, Venture Capital",€100k-€1.5M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
96fa188e-c602-44ce-95a2-18c8f771d86b,Finland,FI,Helen Ventures,https://www.eu-startups.com/investor/helen-ventures/,Corporate VC,"CleanTech, Energy, Renewable Energy, Sustainability",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
d31b4259-5f1b-465a-b013-fcdb732c55f5,Finland,FI,Nordic XR Startups,https://www.eu-startups.com/investor/nordic-xr-startups/,Accelerator,"Banking, Financial Services, FinTech, Venture Capital",0-€100k,Pre-Seed / Seed
f74243bd-0ce4-4589-b4fd-e5f00843dfe3,Finland,FI,EnergySpin,https://www.eu-startups.com/investor/energyspin/,Accelerator,"Accelerator, Energy, Renewables, Cleantech, Innovation",0-€100k,Pre-Seed / Seed
4794b2d1-1f0c-4bc2-92e3-ef5ca27748eb,Finland,FI,Kiuas,https://www.eu-startups.com/investor/kiuas/,Accelerator,"Financial Services, Incubators, Lending, Investments",0-€100k,Pre-Seed / Seed
3fd6819e-08f5-4a8f-b247-e74fc4e87b81,Finland,FI,Kielo Growth,https://www.eu-startups.com/investor/kielo-growth/,Accelerator,"Communities, Computer, Consulting, Consumer Electronics, Information Technology",0-€100k,Pre-Seed / Seed
d60c8955-8fe9-4ea3-8cbd-8557aae72c6c,Finland,FI,Yle Media Start Accelerator,https://www.eu-startups.com/investor/yle-media-start-accelerator/,VC Firm,"Digital Media, Financial Services, Incubators, Mentoring, Funding",0-€100k,Pre-Seed / Seed
3b545aec-6a15-44d4-b9b2-6a75eb5487fe,Finland,FI,xEdu,https://www.eu-startups.com/investor/xedu/,VC Firm,"Education, Social Entrepreneurship, Accelerator, EdTech, and Coaching",0-€100k,Pre-Seed / Seed
1478c8df-af45-438b-a195-2468dff95c1b,Finland,FI,Vertical.vc,https://www.eu-startups.com/investor/vertical-vc/,VC Firm,"Artificial Intelligence (AI), Health Care, Industrial, Sports, Wellness",0-€100k,Pre-Seed / Seed
5a2e45a8-a0dd-4bcd-8e6b-0e642168c96a,Finland,FI,Venture Gym,https://www.eu-startups.com/investor/venture-gym/,VC Firm,"Business Development, Incubators, Management Consulting, Financial Services, Investments",0-€100k,Pre-Seed / Seed
7984e9a4-8a72-4738-aa96-34f5c68018f0,Finland,FI,Gorilla Ventures,https://www.eu-startups.com/investor/gorilla-ventures/,Accelerator,"Venture Capital, Start-up incubation, Venture Fund, Change management",0-€100k,Pre-Seed / Seed
39def474-4bfd-46b5-b6af-7a73ca3fdc61,Finland,FI,Green Campus Innovations Oy,https://www.eu-startups.com/investor/green-campus-innovations-oy/,Accelerator,"Clean energy, Sustainable, Industrial symbiosis, CleanTech, Investor",0-€100k,Pre-Seed / Seed
d37b610e-3db8-4b60-9a87-b47a443ddbaf,Finland,FI,Business Finland,https://www.eu-startups.com/investor/business-finland/,Accelerator,"Innovation Funding, Trade, Travel, Investment Promotion",0-€100k,Pre-Seed / Seed
c78de390-1cf8-4d28-890b-0ca5569b8f41,Finland,FI,Business Joensuu,https://www.eu-startups.com/investor/business-joensuu/,Accelerator,"Business Coaching, Recruitment, Personnel management, Selling, Buying",0-€100k,Pre-Seed / Seed
70298b2d-9ce5-4c83-9fc0-a552e3ca725f,Finland,FI,Ääkköset Oy,https://www.eu-startups.com/investor/aakkoset-oy/,Accelerator,"Investment, Entrepreneurs, FinTech, Financial",0-€100k,Pre-Seed / Seed
9fc71768-1de4-4e64-bd9c-b0c76eb271a1,Finland,FI,Arctic15 Pitching Competition,https://www.eu-startups.com/investor/arctic15-pitching-competition/,Accelerator,"Events Services, Investors, Matchmaking, Networking",0-€100k,Pre-Seed / Seed
8ea84710-75d3-4ce2-9197-55053dc21216,Finland,FI,WeBuust,https://www.eu-startups.com/investor/webuust/,VC Firm,Deeptech (AI and Blockchain/fintech),0-€100k,Pre-Seed / Seed
61c4e5af-3d42-4534-abf3-42e35a92dc2a,France,FR,Preminent Investments,https://www.eu-startups.com/investor/preminent-investments/,VC Firm,"Real estate, Hospitaliaty, Tech,",0-€100k,Pre-Seed / Seed
7ae15ba3-697b-41eb-8db2-fb08bc8bd3a0,France,FR,Varsity VC,https://www.eu-startups.com/investor/varsity-vc/,VC Firm,"fintech, healthtech, climate tech and enterprise software",€1.5M-€3M,"Pre-Seed / Seed, Series A/B"
64a003f9-c179-4b03-bb7f-1faba20bd2dc,France,FR,Scientipole Capital,https://www.eu-startups.com/investor/scientipole-capital/,VC Firm,"Industry 4.0: digital technologies, industrial technologies, green tech applications to support energy and ecological transitions - smart grid, smart city, health / medtech (except drugs)",€100k-€1.5M,
22116be3-9732-40f5-8410-fe0246107949,France,FR,ADP Invest,https://www.eu-startups.com/investor/adp-invest/,Corporate VC,"Passenger Experience, Airport Operations & Infrastructure, Future of Work and Decarbonization",€1.5M-€3M,Series A/B
6c264487-0024-4112-9503-c301df8ef493,France,FR,The Faktory Fund,https://www.eu-startups.com/investor/the-faktory-fund/,VC Firm,"SaaS, Logistics, AI",€100k-€1.5M,Pre-Seed / Seed
7f70d3f6-3a0f-45a0-9c6c-464d58675896,France,FR,Xplore by Épopée Gestion,https://www.eu-startups.com/investor/xplore-by-epopee-gestion/,VC Firm,"fintech, insurtech, agritech, agri-food, distribution, logistics, health, aeronautics, sea and real estate",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
b6dc7648-af5c-4f86-984c-14ce28841a05,France,FR,L’Oreal Bold Ventures,https://www.eu-startups.com/investor/loreal-bold-ventures/,Corporate VC,"brands, technology, and biotech & green science",Above €3M,"Series A/B, Series C & Beyond"
ccfd3343-12b7-41a9-9c34-74870236dfff,France,FR,5M Ventures,https://www.eu-startups.com/investor/5m-ventures/,Accelerator,"Consumer Goods, B2C, B2B",€100k-€1.5M,Pre-Seed / Seed
7eb23f88-3c1e-40d0-b38d-31d879a31e27,France,FR,Sia Partners,https://www.eu-startups.com/investor/sia-partners/,VC Firm,"B2B, tech, SaaS",€100k-€1.5M,Pre-Seed / Seed
5ab7f841-6205-48f0-8875-a8d970af7749,France,FR,Cuir Invest,https://www.eu-startups.com/investor/cuir-invest/,VC Firm,"Leather, Textile, Circular Economy, Marketplaces, IoT, Logistics, Blockchain, Sustainability",€100k-€1.5M,Pre-Seed / Seed
75cf9dae-d68b-403c-8df4-11f81b49f0d1,France,FR,Sistafund,https://www.eu-startups.com/investor/sistafund/,VC Firm,"Fintech, Healthtech, Frontier tech, Sustainability",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
724fd92b-c98e-409b-9ad6-7fd22fa8e087,France,FR,New Wave,https://www.eu-startups.com/investor/new-wave/,VC Firm,"Social Media, Adtech, AI, Gaming, DevOps, LLM",€100k-€1.5M,Pre-Seed / Seed
28daf0c5-270e-44ea-99f2-6393864da6ec,France,FR,GVentures,https://www.eu-startups.com/investor/gventures/,VC Firm,Sector Agnostic,€100k-€1.5M,Pre-Seed / Seed
80765d23-8425-40d8-b015-70eabbfea295,France,FR,ID4 Ventures,https://www.eu-startups.com/investor/id4-ventures-2/,VC Firm,"Marketplaces, Enterprise Tech, Creator Economy, HRtech",€100k-€1.5M,Pre-Seed / Seed
da80236c-7bba-4bdb-8c71-9ed2371860ea,France,FR,EuraTechnologies,https://www.eu-startups.com/investor/euratechnologies/,Accelerator,"FinTech, InsurTech, EdTech/RHTech, RetailTech, PropTech, Mobility, Cybersecurity, Agtech/Greentech, Robotics, Industry, Spacetech",0-€100k,Pre-Seed / Seed
86a315a4-d67b-4782-b977-5ec0e14038c1,France,FR,Adelie,https://www.eu-startups.com/investor/adelie-2/,VC Firm,"fintech, marketing, energy management, B2B, food, SaaS",€1.5M-€3M,"Series A/B, Series C & Beyond"
3ec53ae6-db3c-4876-8440-50936de524de,France,FR,Blisce,https://www.eu-startups.com/investor/blisce/,VC Firm,"Media, Fintech, Software, Healthtech, Mobile Apps, Food",€100k-€1.5M,Series A/B
94f78720-4ab8-473a-ae23-84b19714a08a,France,FR,Citizen Capital,https://www.eu-startups.com/investor/citizen-capital/,VC Firm,"Health, Nutrition, Future of Work, Education, Circular Economy, Climate, Energy",€1.5M-€3M,"Series A/B, Series C & Beyond"
1e7a21c1-3823-40b3-8a70-6c3a1e5cc63b,France,FR,Hitchhiker Ventures,https://www.eu-startups.com/investor/hitchhiker-ventures/,VC Firm,"Content Production, Wellbeing, Fintech, PR, Data, Biotech",0-€100k,Pre-Seed / Seed
2319ec21-398e-4be5-9485-7e45a2a4c2cc,France,FR,White Star Capital,https://www.eu-startups.com/investor/white-star-capital/,VC Firm,"Consumer, Marketplace, Enterprise, Commerce, Digital Health, Fintech",€1.5M-€3M,Series A/B
cd2e76de-ff4d-4ba6-babd-ed3c9ad536c0,France,FR,Cap Horn,https://www.eu-startups.com/investor/cap-horn/,VC Firm,"Healthcare, Energy, B2B, Saas",€1.5M-€3M,"Series A/B, Series C & Beyond"
f139e419-bb7b-44c2-a273-3b755eaf2099,France,FR,SCALE-UP BOOSTER,https://www.eu-startups.com/investor/scale-up-booster/,Accelerator,none,0-€100k,
14a450e3-7b51-4ac2-b00d-b74eac5e272a,France,FR,LC Capital,https://www.eu-startups.com/investor/lc-capital/,VC Firm,"Health Technology, Food Technology, Artificial Intelligence (Ai), Travel Technology, Clean Technology",€1.5M-€3M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
b74ab7f3-dd50-4f60-bb59-f8410ff662c1,France,FR,Andera Partners,https://www.eu-startups.com/investor/actomezz/,VC Firm,"Health Technology, Food Technology, Deep Technology, Artificial Intelligence (Ai), Travel Technology, Clean Technology",Above €3M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
c703338a-b19b-4bc2-aece-6e5c22075e86,France,FR,Jezby Ventures,https://www.eu-startups.com/investor/jezby-ventures/,VC Firm,"renewable energy, Financial Services, fintech",Above €3M,Pre-Seed / Seed
2c1cd6fa-fb6b-4f4d-91b9-6835d730180a,France,FR,H INVEST,https://www.eu-startups.com/investor/h-invest/,VC Firm,"Mobility Technology, Real Estate Technology, Property Technology, Educational Technology, Clean Technology, Travel Technology, Health Technology",€100k-€1.5M,Pre-Seed / Seed
acbc71a5-a524-4fea-b032-d83046c136ac,France,FR,Inocap Gestion,https://www.eu-startups.com/investor/inocap-gestion/,VC Firm,"Real Estate Technology, Educational Technology, Blockchain, Payments Technology, Deep Technology, Food Technology, Health Technology",€1.5M-€3M,"Pre-Seed / Seed, Series A/B"
c5606804-5d89-475e-979f-610401386de4,France,FR,Vesper Investment,https://www.eu-startups.com/investor/vesper-investment/,VC Firm,"Health Tech, Artificial Intelligence (Ai), Travel Tech, Deep Tech",€1.5M-€3M,"Pre-Seed / Seed, Series A/B"
c8cbae75-5e43-469b-99b4-9b52ff02d122,France,FR,Elige Capital,https://www.eu-startups.com/investor/elige-capital/,VC Firm,"Health Technology, Digital Health, Biotechnology, Deep Technology, Artificial Intelligence (Ai)",Above €3M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
e5fbb668-d34b-4445-92df-68610b7f1fcb,France,FR,Climate Club,https://www.eu-startups.com/investor/climate-club/,VC Firm,"Paris, Ile-de-France, France",0-€100k,Pre-Seed / Seed
9414cabc-f0df-4116-8b8c-6fffa0825389,France,FR,Club Holnest,https://www.eu-startups.com/investor/club-holnest/,VC Firm,"Health Technology, Biotechnology, Agri-tech, Artificial Intelligence (Ai), Travel Technology",Above €3M,"Pre-Seed / Seed, Series A/B"
afe061ee-eeb6-4868-a999-8566f6f63b85,France,FR,Exergon,https://www.eu-startups.com/investor/exergon/,VC Firm,"Paris, Ile-de-France, France",Above €3M,"Pre-Seed / Seed, Series A/B"
8ec6d703-0f02-4a44-a6e9-dcb8d5edde69,France,FR,PPRS Venture,https://www.eu-startups.com/investor/pprs-venture/,VC Firm,"Biotech, Healthcare, Therapeutics, Diagnostics",€1.5M-€3M,Pre-Seed / Seed
4dfe571e-1556-4478-a89f-29f4a69052bb,France,FR,Unicraft,https://www.eu-startups.com/investor/unicraft/,VC Firm,"Medtech, Digital Health, Foodtech, Artificial Intelligence (Ai), Travel Technology, Hospitality Technology",€100k-€1.5M,Pre-Seed / Seed
08d0b882-8e77-49cc-9ca0-313b8ed4e080,France,FR,Pléiade Investissement,https://www.eu-startups.com/investor/pleiade-investissement/,VC Firm,"Technology, Software, Healthcare, Biotechnology, CleanTech",Above €3M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
258b12a9-eb78-40a5-b34b-bd3d94aa9ba6,France,FR,SODIV ALSACE,https://www.eu-startups.com/investor/sodiv-alsace/,VC Firm,"Mulhouse, Alsace, France",Above €3M,"Series A/B, Series C & Beyond"
ab339ddf-0e70-4c6f-866e-78d58b62831e,France,FR,LV Finance Partners,https://www.eu-startups.com/investor/lv-finance-partners/,VC Firm,"Health Technology, Food Technology, Deep Technology, Artificial Intelligence (Ai), Financial Technology",€1.5M-€3M,Pre-Seed / Seed
93f927a9-0b49-4462-9ed8-62b374cf07ae,France,FR,Champagne Ardenne Croissance,https://www.eu-startups.com/investor/champagne-ardenne-croissance/,VC Firm,"Reims, Champagne-Ardenne, France",€1.5M-€3M,Pre-Seed / Seed
73776352-cc15-4831-9879-ef1d984f91d9,France,FR,VentureSpec,https://www.eu-startups.com/investor/venturespec/,VC Firm,"Health Technology, Medtech, Digital Health, Agri-tech, Deep Technology, Hospitality Technology",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
e543b611-87e2-4eb8-a18d-02d5cc91f639,France,FR,Alliansys-Nord Creation,https://www.eu-startups.com/investor/alliansys-nord-creation/,VC Firm,"Health Technology, Medtech, Biotechnology, Agri-tech, Travel Technology, Clean Technology",€100k-€1.5M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
73a77fc9-25f1-48e9-a6eb-077524f42cb6,France,FR,Daffourd Invest,https://www.eu-startups.com/investor/daffourd-invest/,VC Firm,"Banking, Finance, Financial Services",€1.5M-€3M,Pre-Seed / Seed
d9ef0dcc-3759-4584-b773-21c703f76298,France,FR,Steva Investissement,https://www.eu-startups.com/investor/steva-investissement/,VC Firm,"Health Technology, Medtech, Agri-tech, Deep Technology, Hospitality Technology",€1.5M-€3M,"Pre-Seed / Seed, Series A/B"
a995eb99-0857-4aab-b701-a590ed2d01d7,France,FR,Evysem Entrepreneurs et Capital,https://www.eu-startups.com/investor/evysem-entrepreneurs-et-capital/,VC Firm,"Paris, Ile-de-France, France",€100k-€1.5M,Pre-Seed / Seed
49f70f12-7e92-47f6-9c2c-5eddbdde09dc,France,FR,Artois Investment,https://www.eu-startups.com/investor/artois-investment/,VC Firm,"Health Technology, Medtech, Digital Health, edtech",€1.5M-€3M,"Pre-Seed / Seed, Series A/B"
ef8b6b3e-a6af-4fbd-bc87-c197926a7124,France,FR,Avenir Entreprises Gestion,https://www.eu-startups.com/investor/avenir-entreprises-gestion/,VC Firm,"Health Technology, Medtech, Digital Health, Hospitality Technology",€1.5M-€3M,"Series A/B, Series C & Beyond"
fbb0a511-9c6d-410a-8e29-adf1f4372a15,France,FR,Papyrus Group,https://www.eu-startups.com/investor/papyrus-group/,VC Firm,"Condamine, Rhone-Alpes, France",0-€100k,"Pre-Seed / Seed, Series A/B"
e6aa4519-b25d-4e94-8616-4e8719e04b9d,France,FR,Alternative Ventures,https://www.eu-startups.com/investor/alternative-ventures/,VC Firm,"proptech, Finance, real estate",€1.5M-€3M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
74431dd7-9d70-4ec2-bdcd-d74db6ef1d80,France,FR,Key Ventures,https://www.eu-startups.com/investor/key-ventures/,VC Firm,"Health Tech, Foodtech, Artificial Intelligence (Ai), Travel Technology, Clean Technology",€100k-€1.5M,Pre-Seed / Seed
fc9e093e-b006-4a41-94cf-385fa6e67eec,France,FR,Bpifrance InnoBio,https://www.eu-startups.com/investor/bpifrance-innobio/,VC Firm,"Health Tech, Artificial Intelligence (Ai), Food Tech, Biotech",Above €3M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
77e5fc16-9424-41eb-9790-72e1af4d815d,France,FR,Autonomie et Solidarité,https://www.eu-startups.com/investor/autonomie-et-solidarite/,VC Firm,"Healthcare, Food Tech, Deep Tech, Artificial Intelligence (Ai), Travel Tech, Medtech",0-€100k,Pre-Seed / Seed
dcb6c0a1-508c-48fd-8977-8632cfa20bd9,France,FR,WeSprint,https://www.eu-startups.com/investor/wesprint-2/,VC Firm,"Healthcare Technology, Biotechnology, Food Technology, Agriculture Technology, Cutting-edge Technology",€100k-€1.5M,Pre-Seed / Seed
42f76213-c7d2-45a7-8b24-f7673b4df59c,France,FR,Seed for Good,https://www.eu-startups.com/investor/seed-for-good/,VC Firm,"Health Technology, Medical Technology, Deep Technology, Artificial Intelligence (Ai), Travel Technology",0-€100k,Pre-Seed / Seed
b6f41c67-67db-48e4-91e3-f3f18c733f0a,France,FR,Ternel,https://www.eu-startups.com/investor/ternel/,VC Firm,"Paris, Ile-de-France, France",Above €3M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
52bdf72f-9f71-4909-84f2-2d9e02eb2709,France,FR,MySeedCap,https://www.eu-startups.com/investor/myseedcap/,VC Firm,"Health Technology, Agri-tech, Artificial Intelligence (Ai), Clean Technology, Property Technology",€100k-€1.5M,Pre-Seed / Seed
89e96444-8d41-4e65-88c4-cfa63df93b49,France,FR,Andera Acto,https://www.eu-startups.com/investor/andera-acto/,VC Firm,"Health Technology, Artificial Intelligence (Ai), Travel Technology, Clean Technology, Financial Technology",Above €3M,"Pre-Seed / Seed, Series A/B"
c483dd67-87ff-47c0-9b47-06086bf416c0,France,FR,Adour Business Angels,https://www.eu-startups.com/investor/adour-business-angels/,VC Firm,"Health Technology, Digital Health, Agri-tech, Deep Technology, Educational Technology, Property Technology",0-€100k,Pre-Seed / Seed
5f879a6b-6e5d-45c5-add5-4983ae43d2c8,France,FR,Rhône Dauphiné Développement,https://www.eu-startups.com/investor/rhone-dauphine-developpement/,VC Firm,"Health Technology, Medical Technology, Artificial Intelligence (Ai), Travel Technology, Clean Technology, Financial Technology",0-€100k,
41279e75-bcd0-40c2-a4f8-ce03fa815e07,France,FR,Picardie Investissement,https://www.eu-startups.com/investor/picardie-investissement/,VC Firm,"Proptech, Mobilitytech, Educational Technology, Clean Technology",Above €3M,"Pre-Seed / Seed, Series A/B"
a85f177e-0629-4e81-988e-8fed3c3b87e5,France,FR,Intellagri,https://www.eu-startups.com/investor/intellagri/,VC Firm,"Medical Technology, Food Technology, Health Technology, Artificial Intelligence (Ai), Clean Technology",Above €3M,Pre-Seed / Seed
6f77a70e-21e0-43af-b661-e1a0124604fb,France,FR,Pinou Capital,https://www.eu-startups.com/investor/pinou-capital/,VC Firm,"Medtech, Food Technology, Agri-tech, Artificial Intelligence (Ai), fintech, entertainment",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
1c42a7e8-35b9-47a5-8fff-faf52a361a98,France,FR,CoopVenture,https://www.eu-startups.com/investor/coopventure/,VC Firm,"Grenoble, Rhone-Alpes, France",€100k-€1.5M,Pre-Seed / Seed
8d8a6a2a-4125-4b8a-880b-11d135d6db44,France,FR,Campus Fund,https://www.eu-startups.com/investor/campus-fund/,VC Firm,"Technology, Education Technology, Student Entrepreneurs, edtech",0-€100k,"Pre-Seed / Seed, Series A/B"
58d2669c-b6ae-4647-86fa-f72b9b44c1c8,France,FR,SFINE,https://www.eu-startups.com/investor/sfine-2/,VC Firm,"Health Tech, Food Tech, Artificial Intelligence (Ai), Travel Tech, Medical Technology",Above €3M,Pre-Seed / Seed
f3807f90-7f80-40a3-bed9-7e0d5ae3cabd,France,FR,Greenpact,https://www.eu-startups.com/investor/greenpact-3/,Accelerator,"Artificial Intelligence (Ai), Deep Tech, Healthcare, Travel Tech",Above €3M,"Pre-Seed / Seed, Series A/B"
2ecdb974-478a-4f2a-b208-64618ac07353,France,FR,Maslow Capital Partners,https://www.eu-startups.com/investor/maslow-capital-partners/,VC Firm,"Health Tech, Food Tech, Artificial Intelligence (Ai), Travel Tech",Above €3M,
18585519-4c68-48e3-baf5-4893568e6840,France,FR,IRD INVEST,https://www.eu-startups.com/investor/ird-invest/,VC Firm,"Agriculture Technology, sustainability, Healthcare Solutions, Travel Planning, Food Tech",Above €3M,"Pre-Seed / Seed, Series A/B"
6e941efd-bf41-4fbe-afc0-e6a88ee43ee2,France,FR,Avelana,https://www.eu-startups.com/investor/avelana-2/,VC Firm,"Digital Health, Agriculture Technology, Telemedicine, Artificial Intelligence (Ai)",€1.5M-€3M,"Pre-Seed / Seed, Series A/B"
ac9241b4-cca0-4608-82be-dbfd695c1b9e,France,FR,FM Invest,https://www.eu-startups.com/investor/fm-invest/,VC Firm,"sustainability, logistics, Healthcare, Agriculture Technology, Medical Technology",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
8f2705ea-6c12-4c2d-865b-5d2cc52e529b,France,FR,HAND PARTNERS,https://www.eu-startups.com/investor/hand-partners/,VC Firm,"Health Technology, Food Technology, Agri-tech, Artificial Intelligence (Ai), Industry 4.0",€1.5M-€3M,Pre-Seed / Seed
3d7d104b-7df0-467a-af34-288d8cab676b,France,FR,TRUST ESPORT,https://www.eu-startups.com/investor/trust-esport/,VC Firm,"games, esports, Deep Tech, Artificial Intelligence (Ai)",Above €3M,"Pre-Seed / Seed, Series A/B"
73870f79-8370-4f74-9fa0-d0ec38d3311d,France,FR,Melting Capital,https://www.eu-startups.com/investor/melting-capital/,VC Firm,"Business Development, Finance, Financial Services, SaaS",Above €3M,Pre-Seed / Seed
bb45a498-4e8f-4ae4-a49d-120a889c048a,France,FR,OCSEED,https://www.eu-startups.com/investor/ocseed/,VC Firm,"Digital Health, Agriculture Technology, Nanotechnology, Travel Tech",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
f6837feb-69a9-4a70-8ae3-043275edd008,France,FR,Source Ventures,https://www.eu-startups.com/investor/source-ventures/,VC Firm,"Agriculture Technology, Artificial Intelligence (Ai), Digital Health",€1.5M-€3M,Pre-Seed / Seed
a303162e-569e-4177-84df-3a1a5b9457b2,France,FR,CM-CIC Capital Finance,https://www.eu-startups.com/investor/cm-cic-capital-finance/,VC Firm,"Agriculture Technology, Healthcare, Artificial Intelligence (Ai), Diagnostics",Above €3M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
7c1db049-c0c4-4a92-b31e-1089457a838d,France,FR,Itera Invest,https://www.eu-startups.com/investor/itera-invest/,VC Firm,"Health Tech, Medical Devices, Travel Tech, Digital Health",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
a3f75341-24e9-4a86-b56c-987104bd32ef,France,FR,Arion Venture Capital,https://www.eu-startups.com/investor/arion-venture-capital/,VC Firm,"renewable energy, Financial Services, fintech",€100k-€1.5M,Pre-Seed / Seed
242e4e6d-145e-40fe-ac58-a75d15b1f703,France,FR,Garibaldi Participations,https://www.eu-startups.com/investor/garibaldi-participations/,VC Firm,"fintech, SaaS, industry agnostic",Above €3M,Pre-Seed / Seed
be895cbe-1832-4229-b9a9-198048c28ba7,France,FR,BlackFin Capital Partners,https://www.eu-startups.com/investor/blackfin-capital-partners/,VC Firm,"Finance, Financial Services, fintech",Above €3M,"Pre-Seed / Seed, Series A/B, Series C & Beyond"
df57c981-879b-4576-b63c-d69829109341,France,FR,Open Capital,https://www.eu-startups.com/investor/open-capital/,VC Firm,"Enterprise Software, Information Technology, Open Source, Venture Capital",Above €3M,Pre-Seed / Seed
fa3544cd-5580-476e-8c93-40e808d8e960,France,FR,Herrikoa,https://www.eu-startups.com/investor/herrikoa/,VC Firm,"food, trade, industry, services, and craft sectors",€100k-€1.5M,"Pre-Seed / Seed, Series A/B"
3e0941b4-3073-4ced-bec0-f749a4963380,France,FR,Agileo Ventures,https://www.eu-startups.com/investor/agileo-ventures/,VC Firm,"Healthcare, Food Tech, Agricultural Technology, Artificial Intelligence (Ai), grentech, energytech",€100k-€1.5M,Pre-Seed / Seed
cf55f0c7-3933-4738-94a2-58abe3626642,France,FR,EUREKAP!,https://www.eu-startups.com/investor/eurekap/,VC Firm,http://www.eurekap.eu/,€100k-€1.5M,Pre-Seed / Seed
25fd1b04-dcf6-47b0-b191-fe67a348fdac,France,FR,Myrtus Venture,https://www.eu-startups.com/investor/myrtus-venture/,VC Firm,"Finance, Financial Services, fintech",€100k-€1.5M,Pre-Seed / Seed
