rowID,Name,Profile Link,Investor Type,Investment Areas,Typical Investment,Funding Stage
11f3355e-45d5-4326-8fa8-9677d981c2b1,Egora Holding,https://www.eu-startups.com/investor/egora-holding/,VC Firm,"Deep-Tech, Telecom, Health-Tech, SaaS, Marketplaces",€1.5M-€3M,Series C & Beyond
b6ceae96-a2fa-4efa-b04a-9c2cdc8c9f8f,Digital Health Ventures,https://www.eu-startups.com/investor/digital-health-ventures/,VC Firm,"Med-Tech, Health-Tech, Bio-Tech",€1.5M-€3M,Series A/B
14d1f0ee-1778-4f9f-b73d-5cbed1f9e4a9,seed + speed Ventures,https://www.eu-startups.com/investor/seed-speed-ventures/,VC Firm,"Enterprise Software, FinTech, Software, Virtual Reality",€100k-€1.5M,Pre-Seed / Seed
3d9029b3-b747-42f6-bcff-6ba8ef28682f,Oscar & Paul,https://www.eu-startups.com/investor/oscar-paul/,Corporate VC,"Green-Tech, Health-Tech, Beauty-Tech",€1.5M-€3M,Series A/B
0d353b97-9043-4bd1-b98e-4fd2c1b86aba,SpinLab – The HHL Accelerator,https://www.eu-startups.com/investor/spinlab-the-hhl-accelerator/,Accelerator,"Coworking Space, Accelerator Program, Venture Clienting, Corporate Innovation, Healthtech",0-€100k,Pre-Seed / Seed
b98569c0-5bd6-488a-84ee-744caa08ecf0,TGFS – Technologiegründerfonds Sachsen,https://www.eu-startups.com/investor/tgfs-technologiegrunderfonds-sachsen/,VC Firm,"Enterprise Software, B2B SaaS, B2B",€1.5M-€3M,Series A/B
ee654ba5-3f89-4255-b7a0-3771cd514ab3,Open Data Incubator for Europe (ODINE),https://www.eu-startups.com/investor/open-data-incubator-for-europe-odine/,Accelerator,"Finance, Financial Services, Incubators, Lending, Investments",0-€100k,Pre-Seed / Seed
64c4f1ab-d84c-4cae-b1f4-9912373d2e6f,Revent,https://www.eu-startups.com/investor/revent/,VC Firm,"Fin-Tech, Ed-Tech, Clean-Tech, Green-Tech",€1.5M-€3M,Series A/B
c47486f6-355c-40a4-92cd-3d0de42e8302,Redstone,https://www.eu-startups.com/investor/redstone/,VC Firm,"Fin-Tech, Med-Tech, Deep-Tech, Green-Tech",€1.5M-€3M,Series A/B
3060f9d3-03bb-4358-b31e-f59157154a28,Nixdorf Kapital,https://www.eu-startups.com/investor/nixdorf-kapital/,VC Firm,"Green-Tech, Clean-Tech, Envi-Tech, ESG",€100k-€1.5M,Series A/B
412bced5-bdc7-40a6-8428-954555483c37,OHA Osnabrück Healthcare Accelerator,https://www.eu-startups.com/investor/oha-osnabruck-healthcare-accelerator/,Accelerator,"Innovation Management, Startup Promotion, Digital Health, Healthcare, Life Science",0-€100k,Pre-Seed / Seed
0e67938c-10d5-40da-8d7b-0d84a1ab0061,BITKRAFT Esports Ventures,https://www.eu-startups.com/investor/bitkraft-esports-ventures/,VC Firm,"Gaming, Media, E-Sports",€1.5M-€3M,Series A/B
ae251d17-99f9-4cc6-b483-e8871241c483,Deutsche Bahn Digital Ventures,https://www.eu-startups.com/investor/deutsche-bahn-digital-ventures/,VC Firm,"Deep-Tech, Moblity, AI, IoT",€1.5M-€3M,Series C & Beyond
db4d85de-b333-4159-a0ad-92bc297f2d1b,Realum.Cloud,https://www.eu-startups.com/investor/realum-cloud/,VC Firm,"Green-Tech, Med-Tech, Ed-Tech, Pet-Tech",€100k-€1.5M,Pre-Seed / Seed
